empresa,producto,sentimiento,comentario,fecha_hora,clean_comentario,texto_limpio,score_sentimiento,hora,hora_redondeada
Nvidia,RTX 4090,neutral,Parece estable el RTX 4090 de Nvidia. Veremos con el tiempo.,2025-04-18 14:00:00,parece estable el rtx 4090 de nvidia veremos con el tiempo,parece estable el rtx de nvidia veremos con el tiempo,0.0,2025-04-18T14:00:00.000000,2025-04-18T14:00:00.000000
Meta,Oculus Quest,neutral,El servicio de Meta con Oculus Quest fue impecable. 10/10 ⭐,2025-04-20 05:00:00,el servicio de meta con oculus quest fue impecable 1010,el servicio de meta con oculus quest fue impecable,0.0,2025-04-20T05:00:00.000000,2025-04-20T05:00:00.000000
Apple,iPhone 15,neutral,Otro día más batallando con iPhone 15 de Apple.,2025-04-17 14:00:00,otro da ms batallando con iphone 15 de apple,otro da ms batallando con iphone de apple,0.0,2025-04-17T14:00:00.000000,2025-04-17T14:00:00.000000
Coinbase,NFT platform,neutral,"Ya van 3 veces que falla el NFT platform. ¿Qué pasa, Coinbase?",2025-04-15 17:00:00,ya van 3 veces que falla el nft platform qu pasa coinbase,ya van vece que falla el nft platform qu pasa coinbase,0.0,2025-04-15T17:00:00.000000,2025-04-15T17:00:00.000000
Nvidia,DLSS 3.5,neutral,"Es un DLSS 3.5 más. No está mal, pero tampoco es la gran cosa.",2025-04-18 21:00:00,es un dlss 35 ms no est mal pero tampoco es la gran cosa,es un dlss ms est mal pero tampoco es la gran cosa,0.0,2025-04-18T21:00:00.000000,2025-04-18T21:00:00.000000
Apple,MacBook Air,neutral,El soporte de Apple no resolvió nada con mi MacBook Air. 🤬,2025-04-16 09:00:00,el soporte de apple no resolvi nada con mi macbook air,el soporte de apple resolvi nada con mi macbook air,0.0,2025-04-16T09:00:00.000000,2025-04-16T09:00:00.000000
Apple,iPhone 15,neutral,Apple lanzó el nuevo iPhone 15. Alguien ya lo probó?,2025-04-18 03:00:00,apple lanz el nuevo iphone 15 alguien ya lo prob,apple lanz el nuevo iphone alguien ya lo prob,0.0,2025-04-18T03:00:00.000000,2025-04-18T03:00:00.000000
Coinbase,NFT platform,neutral,El servicio de Coinbase con NFT platform fue impecable. 10/10 ⭐,2025-04-18 03:00:00,el servicio de coinbase con nft platform fue impecable 1010,el servicio de coinbase con nft platform fue impecable,0.0,2025-04-18T03:00:00.000000,2025-04-18T03:00:00.000000
Nike,Nike Run Club,neutral,La mejor inversión que he hecho este año es Nike Run Club de Nike. 🔥,2025-04-15 10:00:00,la mejor inversin que he hecho este ao es nike run club de nike,la mejor inversin que hecho este ao es nike run club de nike,0.0,2025-04-15T10:00:00.000000,2025-04-15T10:00:00.000000
Nvidia,CUDA Toolkit,neutral,"Interesante propuesta con CUDA Toolkit de Nvidia, veremos cómo evoluciona.",2025-04-18 11:00:00,interesante propuesta con cuda toolkit de nvidia veremos cmo evoluciona,interesante propuesta con cuda toolkit de nvidia veremos cmo evoluciona,0.0,2025-04-18T11:00:00.000000,2025-04-18T11:00:00.000000
Binance,Binance App,neutral,Nunca pensé que Binance App de Binance fuera tan bueno. Sorprendido. 👍,2025-04-19 14:00:00,nunca pens que binance app de binance fuera tan bueno sorprendido,nunca pen que binance app de binance fuera tan bueno sorprendido,0.0,2025-04-19T14:00:00.000000,2025-04-19T14:00:00.000000
Nike,Jordan Retro,neutral,"Jordan Retro no sirve para nada, Nike debería hacer recall ya.",2025-04-17 00:00:00,jordan retro no sirve para nada nike debera hacer recall ya,jordan retro sirve para nada nike debera hacer recall ya,0.0,2025-04-17T00:00:00.000000,2025-04-17T00:00:00.000000
Apple,iPhone 15,neutral,He tenido más problemas que beneficios con el iPhone 15 de Apple.,2025-04-17 09:00:00,he tenido ms problemas que beneficios con el iphone 15 de apple,tenido ms problemas que beneficio con el iphone de apple,0.0,2025-04-17T09:00:00.000000,2025-04-17T09:00:00.000000
Binance,Launchpad,neutral,"Es un Launchpad más. No está mal, pero tampoco es la gran cosa.",2025-04-15 10:00:00,es un launchpad ms no est mal pero tampoco es la gran cosa,es un launchpad ms est mal pero tampoco es la gran cosa,0.0,2025-04-15T10:00:00.000000,2025-04-15T10:00:00.000000
Apple,Apple Watch,neutral,Nunca pensé que Apple Watch de Apple fuera tan bueno. Sorprendido. 👍,2025-04-16 05:00:00,nunca pens que apple watch de apple fuera tan bueno sorprendido,nunca pen que apple watch de apple fuera tan bueno sorprendido,0.0,2025-04-16T05:00:00.000000,2025-04-16T05:00:00.000000
Tesla,Model 3,neutral,Nunca pensé que Model 3 de Tesla fuera tan bueno. Sorprendido. 👍,2025-04-16 22:00:00,nunca pens que model 3 de tesla fuera tan bueno sorprendido,nunca pen que model de tesla fuera tan bueno sorprendido,0.0,2025-04-16T22:00:00.000000,2025-04-16T22:00:00.000000
Apple,MacBook Air,neutral,Probando el MacBook Air de Apple. Aún no sé qué pensar.,2025-04-15 22:00:00,probando el macbook air de apple an no s qu pensar,probando el macbook air de apple s qu pensar,0.0,2025-04-15T22:00:00.000000,2025-04-15T22:00:00.000000
Nvidia,RTX 4090,neutral,Nvidia lanzó el nuevo RTX 4090. Alguien ya lo probó?,2025-04-18 13:00:00,nvidia lanz el nuevo rtx 4090 alguien ya lo prob,nvidia lanz el nuevo rtx alguien ya lo prob,0.0,2025-04-18T13:00:00.000000,2025-04-18T13:00:00.000000
Nvidia,CUDA Toolkit,neutral,No tengo quejas ni elogios del CUDA Toolkit de Nvidia.,2025-04-18 18:00:00,no tengo quejas ni elogios del cuda toolkit de nvidia,tengo quejas ni elogios del cuda toolkit de nvidia,0.0,2025-04-18T18:00:00.000000,2025-04-18T18:00:00.000000
Meta,Oculus Quest,neutral,"Meta, ¿qué les pasó con el Oculus Quest? Está lleno de fallas. 😤",2025-04-17 17:00:00,meta qu les pas con el oculus quest est lleno de fallas,meta qu les pas con el oculus quest est lleno de fallas,0.0,2025-04-17T17:00:00.000000,2025-04-17T17:00:00.000000
Apple,iPhone 15,negativo,"Apple se la rifó con el iPhone 15, está brutal 😍",2025-04-16 08:00:00,apple se la rif con el iphone 15 est brutal,apple se la rif con el iphone est brutal,-0.6249,2025-04-16T08:00:00.000000,2025-04-16T08:00:00.000000
Apple,iOS 18,neutral,¡Amo mi nuevo iOS 18 de Apple! 🥳,2025-04-16 01:00:00,amo mi nuevo ios 18 de apple,amo mi nuevo ios de apple,0.0,2025-04-16T01:00:00.000000,2025-04-16T01:00:00.000000
Meta,Instagram,neutral,Nunca pensé que Instagram de Meta fuera tan bueno. Sorprendido. 👍,2025-04-19 11:00:00,nunca pens que instagram de meta fuera tan bueno sorprendido,nunca pen que instagram de meta fuera tan bueno sorprendido,0.0,2025-04-19T11:00:00.000000,2025-04-19T11:00:00.000000
Nvidia,GeForce NOW,neutral,He tenido más problemas que beneficios con el GeForce NOW de Nvidia.,2025-04-20 02:00:00,he tenido ms problemas que beneficios con el geforce now de nvidia,tenido ms problemas que beneficio con el geforce de nvidia,0.0,2025-04-20T02:00:00.000000,2025-04-20T02:00:00.000000
Apple,Apple Watch,neutral,Parece estable el Apple Watch de Apple. Veremos con el tiempo.,2025-04-17 01:00:00,parece estable el apple watch de apple veremos con el tiempo,parece estable el apple watch de apple veremos con el tiempo,0.0,2025-04-17T01:00:00.000000,2025-04-17T01:00:00.000000
Binance,Earn Program,neutral,El Earn Program de Binance es... aceptable.,2025-04-18 00:00:00,el earn program de binance es aceptable,el earn program de binance es aceptable,0.0,2025-04-18T00:00:00.000000,2025-04-18T00:00:00.000000
Nvidia,RTX 4090,neutral,El servicio de Nvidia con RTX 4090 fue impecable. 10/10 ⭐,2025-04-15 09:00:00,el servicio de nvidia con rtx 4090 fue impecable 1010,el servicio de nvidia con rtx fue impecable,0.0,2025-04-15T09:00:00.000000,2025-04-15T09:00:00.000000
Tesla,Model 3,neutral,Nunca volveré a comprar un Model 3 de Tesla. Estafa total.,2025-04-19 23:00:00,nunca volver a comprar un model 3 de tesla estafa total,nunca volver comprar un model de tesla estafa total,0.0,2025-04-19T23:00:00.000000,2025-04-19T23:00:00.000000
Nvidia,DLSS 3.5,neutral,He tenido más problemas que beneficios con el DLSS 3.5 de Nvidia.,2025-04-17 05:00:00,he tenido ms problemas que beneficios con el dlss 35 de nvidia,tenido ms problemas que beneficio con el dlss de nvidia,0.0,2025-04-17T05:00:00.000000,2025-04-17T05:00:00.000000
Nvidia,RTX 4090,neutral,"RTX 4090 cumple con lo básico. Nada sorprendente, pero funciona.",2025-04-20 08:00:00,rtx 4090 cumple con lo bsico nada sorprendente pero funciona,rtx cumple con lo bsico nada sorprendente pero funciona,0.0,2025-04-20T08:00:00.000000,2025-04-20T08:00:00.000000
Nvidia,RTX 4090,neutral,Nunca pensé que RTX 4090 de Nvidia fuera tan bueno. Sorprendido. 👍,2025-04-19 06:00:00,nunca pens que rtx 4090 de nvidia fuera tan bueno sorprendido,nunca pen que rtx de nvidia fuera tan bueno sorprendido,0.0,2025-04-19T06:00:00.000000,2025-04-19T06:00:00.000000
Tesla,Model 3,neutral,Nunca pensé que Model 3 de Tesla fuera tan bueno. Sorprendido. 👍,2025-04-18 03:00:00,nunca pens que model 3 de tesla fuera tan bueno sorprendido,nunca pen que model de tesla fuera tan bueno sorprendido,0.0,2025-04-18T03:00:00.000000,2025-04-18T03:00:00.000000
Meta,Oculus Quest,neutral,Muy satisfecho con Oculus Quest de Meta. No esperaba menos.,2025-04-17 23:00:00,muy satisfecho con oculus quest de meta no esperaba menos,muy satisfecho con oculus quest de meta esperaba menos,0.0,2025-04-17T23:00:00.000000,2025-04-17T23:00:00.000000
Binance,Earn Program,neutral,Lo de Binance con el Earn Program es otro nivel. 😎,2025-04-17 10:00:00,lo de binance con el earn program es otro nivel,lo de binance con el earn program es otro nivel,0.0,2025-04-17T10:00:00.000000,2025-04-17T10:00:00.000000
Meta,Oculus Quest,neutral,No puedo creer lo bien que funciona el Oculus Quest de Meta. Recomendado. 💯,2025-04-18 13:00:00,no puedo creer lo bien que funciona el oculus quest de meta recomendado,puedo creer lo bien que funciona el oculus quest de meta recomendado,0.0,2025-04-18T13:00:00.000000,2025-04-18T13:00:00.000000
Apple,iOS 18,neutral,Parece estable el iOS 18 de Apple. Veremos con el tiempo.,2025-04-16 09:00:00,parece estable el ios 18 de apple veremos con el tiempo,parece estable el ios de apple veremos con el tiempo,0.0,2025-04-16T09:00:00.000000,2025-04-16T09:00:00.000000
Binance,Launchpad,neutral,Muy satisfecho con Launchpad de Binance. No esperaba menos.,2025-04-16 01:00:00,muy satisfecho con launchpad de binance no esperaba menos,muy satisfecho con launchpad de binance esperaba menos,0.0,2025-04-16T01:00:00.000000,2025-04-16T01:00:00.000000
Tesla,Model Y,neutral,"Model Y cumple con lo básico. Nada sorprendente, pero funciona.",2025-04-17 20:00:00,model y cumple con lo bsico nada sorprendente pero funciona,model y cumple con lo bsico nada sorprendente pero funciona,0.0,2025-04-17T20:00:00.000000,2025-04-17T20:00:00.000000
Coinbase,Earn,neutral,El servicio de Coinbase con Earn fue impecable. 10/10 ⭐,2025-04-16 09:00:00,el servicio de coinbase con earn fue impecable 1010,el servicio de coinbase con earn fue impecable,0.0,2025-04-16T09:00:00.000000,2025-04-16T09:00:00.000000
Nike,Air Max,neutral,Probando el Air Max de Nike. Aún no sé qué pensar.,2025-04-20 01:00:00,probando el air max de nike an no s qu pensar,probando el air max de nike s qu pensar,0.0,2025-04-20T01:00:00.000000,2025-04-20T01:00:00.000000
Tesla,Model Y,neutral,El servicio de Tesla con Model Y fue impecable. 10/10 ⭐,2025-04-20 08:00:00,el servicio de tesla con model y fue impecable 1010,el servicio de tesla con model y fue impecable,0.0,2025-04-20T08:00:00.000000,2025-04-20T08:00:00.000000
Binance,Binance App,negativo,"Binance se la rifó con el Binance App, está brutal 😍",2025-04-19 22:00:00,binance se la rif con el binance app est brutal,binance se la rif con el binance app est brutal,-0.6249,2025-04-19T22:00:00.000000,2025-04-19T22:00:00.000000
Coinbase,Wallet,neutral,"Wallet no sirve para nada, Coinbase debería hacer recall ya.",2025-04-17 11:00:00,wallet no sirve para nada coinbase debera hacer recall ya,wallet sirve para nada coinbase debera hacer recall ya,0.0,2025-04-17T11:00:00.000000,2025-04-17T11:00:00.000000
Nike,Nike App,neutral,Tuve una pésima experiencia con Nike App de Nike. Decepcionante. 👎,2025-04-15 12:00:00,tuve una psima experiencia con nike app de nike decepcionante,tuve una psima experiencia con nike app de nike decepcionante,0.0,2025-04-15T12:00:00.000000,2025-04-15T12:00:00.000000
Nike,Jordan Retro,neutral,Nunca pensé que Jordan Retro de Nike fuera tan bueno. Sorprendido. 👍,2025-04-17 08:00:00,nunca pens que jordan retro de nike fuera tan bueno sorprendido,nunca pen que jordan retro de nike fuera tan bueno sorprendido,0.0,2025-04-17T08:00:00.000000,2025-04-17T08:00:00.000000
Meta,Facebook Ads,positivo,"Facebook Ads me ha cambiado la vida. Gracias, Meta. ❤️",2025-04-17 22:00:00,facebook ads me ha cambiado la vida gracias meta,facebook ad ha cambiado la vida gracias meta,0.34,2025-04-17T22:00:00.000000,2025-04-17T22:00:00.000000
Binance,Smart Chain,positivo,"Ya van 3 veces que falla el Smart Chain. ¿Qué pasa, Binance?",2025-04-15 12:00:00,ya van 3 veces que falla el smart chain qu pasa binance,ya van vece que falla el smart chain qu pasa binance,0.4019,2025-04-15T12:00:00.000000,2025-04-15T12:00:00.000000
Binance,Binance App,neutral,Tuve una pésima experiencia con Binance App de Binance. Decepcionante. 👎,2025-04-20 07:00:00,tuve una psima experiencia con binance app de binance decepcionante,tuve una psima experiencia con binance app de binance decepcionante,0.0,2025-04-20T07:00:00.000000,2025-04-20T07:00:00.000000
Nvidia,GeForce NOW,neutral,Muy satisfecho con GeForce NOW de Nvidia. No esperaba menos.,2025-04-16 00:00:00,muy satisfecho con geforce now de nvidia no esperaba menos,muy satisfecho con geforce de nvidia esperaba menos,0.0,2025-04-16T00:00:00.000000,2025-04-16T00:00:00.000000
Meta,Facebook Ads,neutral,He tenido más problemas que beneficios con el Facebook Ads de Meta.,2025-04-18 15:00:00,he tenido ms problemas que beneficios con el facebook ads de meta,tenido ms problemas que beneficio con el facebook ads de meta,0.0,2025-04-18T15:00:00.000000,2025-04-18T15:00:00.000000
Tesla,Model 3,neutral,"Es un Model 3 más. No está mal, pero tampoco es la gran cosa.",2025-04-20 08:00:00,es un model 3 ms no est mal pero tampoco es la gran cosa,es un model ms est mal pero tampoco es la gran cosa,0.0,2025-04-20T08:00:00.000000,2025-04-20T08:00:00.000000
Binance,Smart Chain,positivo,Lo de Binance con el Smart Chain es otro nivel. 😎,2025-04-19 04:00:00,lo de binance con el smart chain es otro nivel,lo de binance con el smart chain es otro nivel,0.4019,2025-04-19T04:00:00.000000,2025-04-19T04:00:00.000000
Tesla,Autopilot,neutral,"Desde que uso Autopilot, soy más feliz. Gracias Tesla! 😊",2025-04-16 16:00:00,desde que uso autopilot soy ms feliz gracias tesla,desde que uso autopilot soy ms feliz gracias tesla,0.0,2025-04-16T16:00:00.000000,2025-04-16T16:00:00.000000
Nike,Nike Run Club,neutral,"Es un Nike Run Club más. No está mal, pero tampoco es la gran cosa.",2025-04-19 16:00:00,es un nike run club ms no est mal pero tampoco es la gran cosa,es un nike run club ms est mal pero tampoco es la gran cosa,0.0,2025-04-19T16:00:00.000000,2025-04-19T16:00:00.000000
Apple,iPhone 15,neutral,Probando el iPhone 15 de Apple. Aún no sé qué pensar.,2025-04-17 16:00:00,probando el iphone 15 de apple an no s qu pensar,probando el iphone de apple s qu pensar,0.0,2025-04-17T16:00:00.000000,2025-04-17T16:00:00.000000
Meta,Instagram,neutral,Lo de Meta con el Instagram es otro nivel. 😎,2025-04-17 17:00:00,lo de meta con el instagram es otro nivel,lo de meta con el instagram es otro nivel,0.0,2025-04-17T17:00:00.000000,2025-04-17T17:00:00.000000
Coinbase,Wallet,neutral,El soporte de Coinbase no resolvió nada con mi Wallet. 🤬,2025-04-15 14:00:00,el soporte de coinbase no resolvi nada con mi wallet,el soporte de coinbase resolvi nada con mi wallet,0.0,2025-04-15T14:00:00.000000,2025-04-15T14:00:00.000000
Nike,Air Max,neutral,Vi muchas reseñas del Air Max de Nike. Opiniones divididas.,2025-04-15 09:00:00,vi muchas reseas del air max de nike opiniones divididas,vi muchas reseas del air max de nike opinione dividida,0.0,2025-04-15T09:00:00.000000,2025-04-15T09:00:00.000000
Apple,Apple Watch,neutral,Apple lanzó el nuevo Apple Watch. Alguien ya lo probó?,2025-04-19 01:00:00,apple lanz el nuevo apple watch alguien ya lo prob,apple lanz el nuevo apple watch alguien ya lo prob,0.0,2025-04-19T01:00:00.000000,2025-04-19T01:00:00.000000
Meta,Instagram,neutral,¡Amo mi nuevo Instagram de Meta! 🥳,2025-04-17 18:00:00,amo mi nuevo instagram de meta,amo mi nuevo instagram de meta,0.0,2025-04-17T18:00:00.000000,2025-04-17T18:00:00.000000
Binance,Smart Chain,positivo,El servicio de Binance con Smart Chain fue impecable. 10/10 ⭐,2025-04-16 10:00:00,el servicio de binance con smart chain fue impecable 1010,el servicio de binance con smart chain fue impecable,0.4019,2025-04-16T10:00:00.000000,2025-04-16T10:00:00.000000
Nvidia,RTX 4090,neutral,No tengo quejas ni elogios del RTX 4090 de Nvidia.,2025-04-17 22:00:00,no tengo quejas ni elogios del rtx 4090 de nvidia,tengo quejas ni elogios del rtx de nvidia,0.0,2025-04-17T22:00:00.000000,2025-04-17T22:00:00.000000
Apple,iPhone 15,neutral,"iPhone 15 cumple con lo básico. Nada sorprendente, pero funciona.",2025-04-17 00:00:00,iphone 15 cumple con lo bsico nada sorprendente pero funciona,iphone cumple con lo bsico nada sorprendente pero funciona,0.0,2025-04-17T00:00:00.000000,2025-04-17T00:00:00.000000
Apple,iPhone 15,neutral,Otro día más batallando con iPhone 15 de Apple.,2025-04-18 05:00:00,otro da ms batallando con iphone 15 de apple,otro da ms batallando con iphone de apple,0.0,2025-04-18T05:00:00.000000,2025-04-18T05:00:00.000000
Binance,Binance App,neutral,No tengo quejas ni elogios del Binance App de Binance.,2025-04-16 21:00:00,no tengo quejas ni elogios del binance app de binance,tengo quejas ni elogios del binance app de binance,0.0,2025-04-16T21:00:00.000000,2025-04-16T21:00:00.000000
Meta,Instagram,neutral,Tuve una pésima experiencia con Instagram de Meta. Decepcionante. 👎,2025-04-17 04:00:00,tuve una psima experiencia con instagram de meta decepcionante,tuve una psima experiencia con instagram de meta decepcionante,0.0,2025-04-17T04:00:00.000000,2025-04-17T04:00:00.000000
Apple,Apple Watch,neutral,"Interesante propuesta con Apple Watch de Apple, veremos cómo evoluciona.",2025-04-17 06:00:00,interesante propuesta con apple watch de apple veremos cmo evoluciona,interesante propuesta con apple watch de apple veremos cmo evoluciona,0.0,2025-04-17T06:00:00.000000,2025-04-17T06:00:00.000000
